Common name,Entrez ID,Gene Name,Prediction,Sorted Category
nagC,945285,N-acetylglucosamine repressor,,Down Regulated
flhA,946390,Flagellar biosynthesis protein flhA,,Down Regulated
yhiR,948012,Uncharacterized protein yhiR,[],Ambiguous/Unsorted
phoH,948010,Protein phoH,,Temporarly Up Regulated
dut,948607,Deoxyuridine 5'-triphosphate nucleotidohydrolase,,Ambiguous/Unsorted
dppD,948065,Dipeptide transport ATP-binding protein dppD,,Down Regulated
dppB,948063,Dipeptide transport system permease protein dppB,,Ambiguous/Unsorted
eptB,948068,b3546; ECS88_3965; ECIAI39_4054; EC55989_3997; E2348C_3793; ECED1_4224; ECUMN_4058; ECDH10B_3725; ECIAI1_3705,,Temporarly Down Regulated
gabT,948067,4-aminobutyrate aminotransferase,,Up Regulated
yfeD,946865,Uncharacterized protein yfeD,[],Up Regulated
yejO,946867,b2190; E2348C_2336; ECDH10B_2348; Z3449; ECIAI39_2330; APECO1_4367; UTI89_C2469; EC55989_2444; EC55989_2445; ECUMN_2527; ECIAI1_2272; ECIAI1_2273,,Ambiguous/Unsorted
yfeA,946864,Uncharacterized protein yfeA,"['Signal transduction mechanisms', ' Type of regulation', 'two component signal transduction system  phosphorelay ', 'regulation of transcription  DNA dependent']",Down Regulated
gabD,948060,Succinate-semialdehyde dehydrogenase [NADP+],,Up Regulated
yiaD,948075,Inner membrane lipoprotein yiaD,,Up Regulated
csiD,948076,Protein csiD,,Ambiguous/Unsorted
yfeK,946876,Uncharacterized protein yfeK,"['Defense mechanisms', ' Primary Active Transporters', ' Protection']",Down Regulated
cspA,948070,Cold shock protein cspA,,Down Regulated
yiaF,948072,Uncharacterized protein yiaF,"['Carbohydrate transport and metabolism', ' Carbon compound utilization', 'phosphoenolpyruvate dependent sugar phosphotransferase system']",Temporarly Up Regulated
yhjK,948048,c4341; EC55989_3976; ECDH10B_3706; APECO1_2919; ECIAI1_3680; b3529; ECIAI39_4032; ECED1_4207; ECS88_3943; ECUMN_4036; UTI89_C4061; Z4943; E2348C_3771,,Temporarly Up Regulated
bcsZ,948046,Endoglucanase,,Up Regulated
bcsB,948045,Cyclic di-GMP-binding protein,,Ambiguous/Unsorted
crr,946880,Glucose-specific phosphotransferase enzyme IIA component,,Up Regulated
yhjG,948043,Uncharacterized protein yhjG,['Lipid transport and metabolism'],Temporarly Down Regulated
pdxK,946881,Pyridoxine kinase,,Down Regulated
kdgK,948041,2-dehydro-3-deoxygluconokinase,,Ambiguous/Unsorted
ptsH,946886,Phosphocarrier protein HPr,,Temporarly Down Regulated
yfeS,946887,Uncharacterized protein yfeS,[],Ambiguous/Unsorted
cysM,946888,Cysteine synthase B; Cysteine synthase,,Down Regulated
cysA,946889,Sulfate/thiosulfate import ATP-binding protein cysA,,Down Regulated
yhjJ,948040,Protein yhjJ,,Ambiguous/Unsorted
dppF,948056,Dipeptide transport ATP-binding protein dppF,,Down Regulated
bcsG,948058,Uncharacterized protein yhjU,,Temporarly Up Regulated
murQ,946893,N-acetylmuramic acid 6-phosphate etherase,,Ambiguous/Unsorted
csiR,948055,Uncharacterized HTH-type transcriptional regulator ygaE,,Temporarly Up Regulated
nupC,946895,Nucleoside permease nupC,,Down Regulated
ucpA,946898,Oxidoreductase ucpA,,Up Regulated
bcsE,948050,Uncharacterized protein yhjS,,Ambiguous/Unsorted
fadL,946820,Long-chain fatty acid transport protein,,Up Regulated
sixA,946815,Phosphohistidine phosphatase sixA,,Down Regulated
fecD,946816,Fe(3+) dicitrate transport system permease protein fecD,,Down Regulated
emrY,946835,Multidrug resistance protein Y,,Down Regulated
efeO,945603,UPF0409 protein ycdO,,Up Regulated
putP,945602,Sodium/proline symporter,,Ambiguous/Unsorted
yceA,945601,UPF0176 protein yceA,,Down Regulated
putA,945600,Bifunctional protein putA,,Down Regulated
frc,946842,Formyl-coenzyme A transferase,,Down Regulated
evgS,946844,Sensor protein evgS; Sensor protein,,Ambiguous/Unsorted
malS,948088,Alpha-amylase,,Down Regulated
xylR,948086,Xylose operon regulatory protein,,Ambiguous/Unsorted
yiaJ,948084,HTH-type transcriptional regulator yiaJ,,Down Regulated
dsdA,946837,D-serine dehydratase; D-serine dehydratase 1,,Up Regulated
fecB,946838,Fe(3+) dicitrate-binding periplasmic protein,,Temporarly Up Regulated
fecI,946839,Probable RNA polymerase sigma factor fecI; RNA polymerase sigma factor,,Ambiguous/Unsorted
frya,946852,Multiphosphoryl transfer protein 1,,Up Regulated
yfdZ,946850,Uncharacterized aminotransferase yfdZ,[],Down Regulated
yfeC,946857,Uncharacterized protein yfeC,[],Up Regulated
fepC,945201,Ferric enterobactin transport ATP-binding protein fepC,,Up Regulated
stfR,945207,Side tail fiber protein homolog from lambdoid prophage Rac,,Ambiguous/Unsorted
yceM,945204,Virulence factor mviM homolog,,Temporarly Down Regulated
xylF,948090,D-xylose-binding periplasmic protein,,Up Regulated
lpcA,949134,Phosphoheptose isomerase,,Ambiguous/Unsorted
lpxP,946847,Protein ddg,,Up Regulated
secD,949133,Protein-export membrane protein secD,,Ambiguous/Unsorted
tgt,949130,Queuine tRNA-ribosyltransferase,,Ambiguous/Unsorted
malZ,949131,Maltodextrin glucosidase,,Ambiguous/Unsorted
leuD,945642,3-isopropylmalate dehydratase small subunit,,Ambiguous/Unsorted
flgL,945646,Flagellar hook-associated protein 3,,Down Regulated
flgG,945647,Flagellar basal-body rod protein flgG,,Down Regulated
ftnA,946410,Ferritin-1,,Temporarly Down Regulated
yecM,946415,Protein yecM,,Temporarly Up Regulated
ybeX,946417,Magnesium and cobalt efflux protein corC,,Down Regulated
ftnB,946407,Ferritin-like protein 2,,Ambiguous/Unsorted
araG,946408,Arabinose import ATP-binding protein araG,,Ambiguous/Unsorted
araF,946409,L-arabinose-binding periplasmic protein,,Up Regulated
rluC,945637,Pseudouridine synthase; Ribosomal large subunit pseudouridine synthase C,,Ambiguous/Unsorted
ydcS,946005,Putative ABC transporter periplasmic-binding protein ydcS,,Up Regulated
flgF,945639,Flagellar basal-body rod protein flgF,,Down Regulated
yncE,946006,Uncharacterized protein yncE,"['Translation  ribosomal structure and biogenesis', 'rRNA processing']",Up Regulated
ydcT,946007,Uncharacterized ABC transporter ATP-binding protein ydcT,,Temporarly Up Regulated
yceF,945631,Maf-like protein yceF 1; Maf-like protein yceF,,Ambiguous/Unsorted
yacG,945630,UPF0243 zinc-binding protein yacG,,Up Regulated
flgE,945636,Flagellar hook protein flgE,,Down Regulated
yceH,945633,UPF0502 protein yceH,,Up Regulated
flgN,945634,Flagella synthesis protein flgN,,Ambiguous/Unsorted
otsA,946405,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming]",,Up Regulated
uspC,946404,Universal stress protein C,,Up Regulated
yncB,946012,Putative NADP-dependent oxidoreductase yncB,,Up Regulated
ycjG,946013,Z2450; ECUMN_1620; ECED1_1533; ECDH10B_1444; b1325; UTI89_C1596; E2348C_1518; ECIAI1_1350; c1797; APECO1_478; ECS88_1467; ECIAI39_1677; EC55989_1489,,Up Regulated
araB,946017,Ribulokinase,,Up Regulated
yncD,946015,Probable tonB-dependent receptor yncD,,Down Regulated
aroP,946018,Aromatic amino acid transport protein aroP,,Temporarly Down Regulated
ansP,946019,L-asparagine permease,,Temporarly Down Regulated
yfcM,946807,Uncharacterized protein yfcM,['Cell wall membrane envelope biogenesis'],Down Regulated
opgH,945624,Glucans biosynthesis glucosyltransferase H,,Ambiguous/Unsorted
yaeQ,946809,Uncharacterized protein yaeQ,"['Inorganic ion transport and metabolism', 'DNA repair', 'DNA recombination', 'response to DNA damage stimulus']",Down Regulated
yfcL,946804,Uncharacterized protein yfcL,"['Cell wall membrane envelope biogenesis', 'amino acid biosynthetic process', 'aromatic amino acid family biosynthetic process']",Down Regulated
ylbG,946803,b0502; ECDH10B_0458,,Up Regulated
ribD,945620,Riboflavin biosynthesis protein ribD,,Up Regulated
glnP,945621,Glutamine transport system permease protein glnP,,Down Regulated
mepA,946812,Penicillin-insensitive murein endopeptidase,,Down Regulated
cyoB,945615,Ubiquinol oxidase subunit 1,,Temporarly Down Regulated
rplY,945618,50S ribosomal protein L25,,Down Regulated
yfjG,945614,UPF0083 protein yfjG,,Down Regulated
yhhJ,947991,Inner membrane transport permease yhhJ,,Temporarly Down Regulated
msyB,945612,Acidic protein msyB,,Up Regulated
rbbA,947998,Uncharacterized ABC transporter ATP-binding protein yhiH,,Down Regulated
rhsB,947994,Protein rhsB,,Down Regulated
nikR,947995,Nickel-responsive regulator,,Temporarly Down Regulated
yhiN,947996,Uncharacterized protein yhiN,[],Up Regulated
slyB,946801,Outer membrane lipoprotein slyB,,Ambiguous/Unsorted
mnmC,946800,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein mnmC,,Temporarly Up Regulated
mfd,945681,Transcription-repair-coupling factor,,Ambiguous/Unsorted
pspF,945683,Psp operon transcriptional activator,,Temporarly Up Regulated
potD,945682,Spermidine/putrescine-binding periplasmic protein,,Up Regulated
cobB,945687,NAD-dependent deacetylase,,Up Regulated
panD,945686,Aspartate 1-decarboxylase,,Down Regulated
nudJ,945689,Phosphatase nudJ,,Down Regulated
aldA,945672,Lactaldehyde dehydrogenase,,Up Regulated
nagZ,945671,Beta-hexosaminidase,,Temporarly Up Regulated
lolD,945670,Lipoprotein-releasing system ATP-binding protein lolD,,Ambiguous/Unsorted
ycfP,945676,UPF0227 protein ycfP,,Ambiguous/Unsorted
yeaO,945675,Uncharacterized protein yeaO,"[' Primary Active Transporters', 'electron transport']",Up Regulated
lolC,945673,Lipoprotein-releasing system transmembrane protein lolC,,Ambiguous/Unsorted
flgB,945678,Flagellar basal-body rod protein flgB,,Down Regulated
yagU,945677,Inner membrane protein yagU,,Ambiguous/Unsorted
parE,947501,DNA topoisomerase 4 subunit B,,Down Regulated
ybiX,947502,PKHD-type hydroxylase ybiX,,Up Regulated
ygiN,947506,Probable quinol monooxygenase ygiN,,Up Regulated
holB,945661,DNA polymerase III subunit delta',,Ambiguous/Unsorted
yceG,945660,Uncharacterized protein yceG,[],Temporarly Up Regulated
pck,945667,Phosphoenolpyruvate carboxykinase [ATP],,Up Regulated
ycfS,945666,Uncharacterized protein ycfS,[],Down Regulated
cspD,945669,Cold shock-like protein cspD,,Temporarly Up Regulated
tmk,945663,Thymidylate kinase,,Down Regulated
lolE,945665,Lipoprotein-releasing system transmembrane protein lolE,,Ambiguous/Unsorted
rpmF,945657,50S ribosomal protein L32,,Down Regulated
ycfH,945656,Uncharacterized deoxyribonuclease ycfH,[],Down Regulated
emtA,945655,Endo-type membrane-bound lytic murein transglycosylase A,,Down Regulated
deoD,945654,Purine nucleoside phosphorylase deoD-type,,Up Regulated
pqiB,945653,Paraquat-inducible protein B,,Temporarly Down Regulated
pspE,945652,Phage shock protein E,,Temporarly Up Regulated
flgK,945648,Flagellar hook-associated protein 1,,Down Regulated
fhuE,945649,FhuE receptor,,Temporarly Up Regulated
gntK,947937,Thermoresistant gluconokinase,,Temporarly Up Regulated
glpG,947936,Rhomboid protease glpG,,Ambiguous/Unsorted
cusB,945189,Cation efflux system protein cusB,,Down Regulated
glgS,947533,Glycogen synthesis protein glgS,,Ambiguous/Unsorted
entF,945184,Enterobactin synthetase component F,,Up Regulated
hemH,947532,Ferrochelatase,,Up Regulated
fes,945181,Enterochelin esterase,,Ambiguous/Unsorted
flgI,947534,Flagellar P-ring protein,,Down Regulated
cusF,945188,Cation efflux system protein cusF,,Down Regulated
ompT,945185,Protease 7,,Up Regulated
fepB,947538,Ferrienterobactin-binding periplasmic protein,,Up Regulated
yeeN,946493,UPF0082 protein yeeN,,Down Regulated
fepE,945180,Ferric enterobactin transport protein fepE,,Temporarly Up Regulated
shiA,946495,Shikimate transporter,,Temporarly Up Regulated
glgB,947940,"1,4-alpha-glucan-branching enzyme",,Ambiguous/Unsorted
ydhJ,946499,Uncharacterized protein ydhJ,,Ambiguous/Unsorted
glgX,947941,Glycogen debranching enzyme,,Temporarly Up Regulated
yeeJ,946498,Uncharacterized protein yeeJ,,Temporarly Up Regulated
glgC,947942,Glucose-1-phosphate adenylyltransferase,,Up Regulated
yhhX,947944,Uncharacterized oxidoreductase yhhX,[],Ambiguous/Unsorted
yhhW,947945,Protein yhhW,,Ambiguous/Unsorted
gntR,947946,HTH-type transcriptional regulator gntR,,Ambiguous/Unsorted
rtcR,947928,Transcriptional regulatory protein rtcR,,Ambiguous/Unsorted
glpR,947926,Glycerol-3-phosphate regulon repressor,,Ambiguous/Unsorted
ahpF,947540,Alkyl hydroperoxide reductase subunit F,,Ambiguous/Unsorted
rtcB,947929,Protein rtcB,,Temporarly Up Regulated
rnk,947546,Regulator of nucleoside diphosphate kinase,,Ambiguous/Unsorted
folB,947544,Dihydroneopterin aldolase,,Ambiguous/Unsorted
quuD,945177,Antitermination protein Q homolog from lambdoid prophage DLP12,,Temporarly Down Regulated
yodA,946480,Metal-binding protein yodA,,Up Regulated
zinT,946480,Metal-binding protein yodA,,Up Regulated
ydiQ,946482,Putative electron transfer flavoprotein subunit ydiQ,,Temporarly Up Regulated
yedY,946484,UPF0190 protein yedY,,Down Regulated
hiuH,946485,5-hydroxyisourate hydrolase,,Ambiguous/Unsorted
damX,947930,Protein damX,,Ambiguous/Unsorted
yedV,946487,Sensor protein; Putative sensor-like histidine kinase yedV,,Ambiguous/Unsorted
glgP,947931,Phosphorylase; Glycogen phosphorylase,,Ambiguous/Unsorted
mtfA,946489,Protein mtfA,,Up Regulated
glpD,947934,Aerobic glycerol-3-phosphate dehydrogenase,,Up Regulated
glpE,947935,Thiosulfate sulfurtransferase glpE,,Down Regulated
glgA,947932,Glycogen synthase,,Ambiguous/Unsorted
feoB,947919,Ferrous iron transport protein B,,Temporarly Up Regulated
cpdA,947515,Protein icc,,Down Regulated
araA,947511,L-arabinose isomerase,,Up Regulated
fhuD,947510,Iron(3+)-hydroxamate-binding protein fhuD,,Up Regulated
ykgH,947513,Uncharacterized protein ykgH,[],Ambiguous/Unsorted
yafC,947507,Uncharacterized HTH-type transcriptional regulator yafC,"['Transcription', ' RNA related', ' Type of regulation', 'transcription', 'regulation of transcription  DNA dependent']",Down Regulated
malT,947921,HTH-type transcriptional regulator malT,,Down Regulated
malQ,947923,4-alpha-glucanotransferase,,Temporarly Down Regulated
gntT,947924,High-affinity gluconate transporter,,Down Regulated
lptA,947920,Lipopolysaccharide export system protein lptA,,Down Regulated
feoA,947909,Ferrous iron transport protein A,,Ambiguous/Unsorted
mrcA,947907,Penicillin-binding protein 1A,,Down Regulated
nudE,947906,ADP compounds hydrolase nudE,,Ambiguous/Unsorted
yrfF,947905,Putative membrane protein igaA homolog,,Down Regulated
yrfG,947904,Uncharacterized protein yrfG,"[' Adaptation to stress', 'protein folding']",Down Regulated
elbB,947903,Enhancing lycopene biosynthesis protein 2,,Ambiguous/Unsorted
mhpA,945197,3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase,,Ambiguous/Unsorted
prpC,947528,2-methylcitrate synthase,,Ambiguous/Unsorted
ygcF,947527,Uncharacterized protein ygcF,[],Down Regulated
iscX,945196,Protein iscX,,Down Regulated
ribB,947526,"3,4-dihydroxy-2-butanone 4-phosphate synthase",,Ambiguous/Unsorted
pheP,945199,Phenylalanine-specific permease,,Down Regulated
atoD,947525,Acetate CoA-transferase subunit alpha,,Up Regulated
thrC,945198,Threonine synthase,,Down Regulated
fepA,945193,Ferrienterobactin receptor,,Up Regulated
yqiC,947524,Uncharacterized protein yqiC,[],Up Regulated
ygiL,947522,Uncharacterized fimbrial-like protein ygiL,['Replication  recombination and repair'],Ambiguous/Unsorted
rpmA,945190,50S ribosomal protein L27,,Down Regulated
cusA,945191,Cation efflux system protein cusA,,Temporarly Up Regulated
ycjN,945696,Putative ABC transporter periplasmic-binding protein ycjN,,Ambiguous/Unsorted
yqiB,947518,Uncharacterized protein yqiB,['Replication  recombination and repair'],Down Regulated
nudF,947519,ADP-ribose pyrophosphatase,,Down Regulated
hslR,947912,Heat shock protein 15,,Ambiguous/Unsorted
potB,945692,Spermidine/putrescine transport system permease protein potB,,Down Regulated
ompR,947913,Transcriptional regulatory protein ompR,,Ambiguous/Unsorted
yrbL,947910,Uncharacterized protein yrbL,"['Carbohydrate transport and metabolism', ' Macromolecules  cellular constituent   biosynthesis', ' Central intermediary metabolism']",Down Regulated
hflD,945693,ECIAI1_1170; ECS88_1147; ECDH10B_1204; b1132; ECIAI39_2005; ECED1_1276; E2348C_1273; ECUMN_1376; EC55989_1245,,Temporarly Down Regulated
yhgF,947911,Protein yhgF,,Down Regulated
rpsU,947577,30S ribosomal protein S21,,Down Regulated
dnaG,947570,DNA primase,,Up Regulated
ypfH,947571,Esterase ypfH,,Up Regulated
cbpA,947572,Curved DNA-binding protein,,Up Regulated
holA,947573,DNA polymerase III subunit delta,,Down Regulated
btuF,947574,Vitamin B12-binding protein,,Ambiguous/Unsorted
dcrB,947983,Protein dcrB,,Ambiguous/Unsorted
thiD,946459,Phosphomethylpyrimidine kinase,,Down Regulated
nikD,947989,Nickel import ATP-binding protein nikD,,Ambiguous/Unsorted
alsE,948595,D-allulose-6-phosphate 3-epimerase,,Ambiguous/Unsorted
yjcS,948597,Uncharacterized protein yjcS,[],Up Regulated
gltP,948591,Proton glutamate symport protein,,Down Regulated
argS,946452,Arginyl-tRNA synthetase,,Ambiguous/Unsorted
ribE,946453,"6,7-dimethyl-8-ribityllumazine synthase",,Up Regulated
rlmG,947589,Ribosomal RNA large subunit methyltransferase G,,Down Regulated
gutQ,947587,Protein gutQ,,Up Regulated
yqjH,947582,Uncharacterized protein yqjH,"[' Adaptation to stress', 'ion transport', 'iron ion transport']",Up Regulated
ftsX,947969,Cell division protein ftsX,,Ambiguous/Unsorted
nuoK,947580,NADH-quinone oxidoreductase subunit K,,Down Regulated
ebgR,947586,HTH-type transcriptional regulator ebgR,,Temporarly Up Regulated
ebgA,947583,Evolved beta-galactosidase subunit alpha,,Ambiguous/Unsorted
yqjI,947584,Uncharacterized protein yqjI,[],Temporarly Up Regulated
yhhM,947975,Uncharacterized protein yhhM,[],Temporarly Up Regulated
zntA,947972,"Lead, cadmium, zinc and mercury-transporting ATPase",,Down Regulated
acpT,947979,4'-phosphopantetheinyl transferase acpT,,Up Regulated
yjcO,948586,Uncharacterized protein yjcO,[],Temporarly Up Regulated
hemD,948587,Uroporphyrinogen-III synthase,,Down Regulated
rdgC,948585,Recombination-associated protein rdgC,,Ambiguous/Unsorted
livJ,947971,Leu/Ile/Val-binding protein,,Up Regulated
mdtO,948582,Multidrug resistance protein mdtO,,Down Regulated
rpoH,947970,RNA polymerase sigma-32 factor; RNA polymerase sigma factor,,Temporarly Down Regulated
dnaQ,946441,DNA polymerase III subunit epsilon,,Down Regulated
ygiF,947554,Uncharacterized protein ygiF,['Amino acid transport and metabolism'],Down Regulated
glnE,947552,Glutamate-ammonia-ligase adenylyltransferase,,Ambiguous/Unsorted
cca,947553,Multifunctional CCA protein,,Up Regulated
yrbA,947958,Uncharacterized protein yrbA,"['Amino acid transport and metabolism', ' Building block biosynthesis', 'amino acid biosynthetic process']",Ambiguous/Unsorted
livM,947966,High-affinity branched-chain amino acid transport system permease protein livM,,Temporarly Up Regulated
yjcE,948577,Uncharacterized Na(+)/H(+) exchanger yjcE,['rRNA processing'],Down Regulated
ydgD,946436,Uncharacterized serine protease ydgD,['response to stress'],Up Regulated
ftsE,947968,Cell division ATP-binding protein ftsE,,Down Regulated
ugpB,947962,sn-glycerol-3-phosphate-binding periplasmic protein ugpB,,Up Regulated
livF,947961,High-affinity branched-chain amino acid transport ATP-binding protein livF,,Ambiguous/Unsorted
yfdE,946432,Uncharacterized protein yfdE,['metabolic process'],Temporarly Down Regulated
livK,947964,Leucine-specific-binding protein,,Ambiguous/Unsorted
yhhK,947963,Uncharacterized protein yhhK,"[' Carbon compound utilization', ' Metabolism of other compounds']",Down Regulated
ybeY,946430,Putative metalloprotease ybeY,,Ambiguous/Unsorted
ssb,948570,Single-stranded DNA-binding protein,,Ambiguous/Unsorted
nrfA,948571,Cytochrome c-552,,Ambiguous/Unsorted
acs,948572,Acetyl-coenzyme A synthetase,,Up Regulated
azoR,947569,FMN-dependent NADH-azoreductase,,Ambiguous/Unsorted
rpoD,947567,RNA polymerase sigma factor rpoD; RNA polymerase sigma factor,,Temporarly Up Regulated
ttdR,947562,HTH-type transcriptional activator ttdR,,Ambiguous/Unsorted
yfcS,946418,Uncharacterized fimbrial chaperone yfcS,"['Cell motility', 'Intracellular trafficking  secretion  and vesicular transport', ' Macromolecules  cellular constituent   biosynthesis']",Ambiguous/Unsorted
mug,947560,G/U mismatch-specific DNA glycosylase,,Temporarly Up Regulated
ggt,947947,Gamma-glutamyltranspeptidase,,Temporarly Down Regulated
yrhB,947948,Uncharacterized protein yrhB,[],Down Regulated
yhhA,947956,Uncharacterized protein yhhA,"['Cell cycle control  cell division  chromosome partitioning', ' Cell division', 'cell cycle', 'cell division']",Temporarly Up Regulated
fecA,946427,Fe(3+) dicitrate transport protein fecA,,Up Regulated
ugpQ,947955,Glycerophosphoryl diester phosphodiesterase,,Ambiguous/Unsorted
yrbB,947954,Uncharacterized protein yrbB,"['Cell wall membrane envelope biogenesis', ' Macromolecules  cellular constituent   biosynthesis', 'cell cycle', 'cell division']",Ambiguous/Unsorted
mlaB,947954,Uncharacterized protein yrbB,,Ambiguous/Unsorted
ugpC,947953,sn-glycerol-3-phosphate import ATP-binding protein ugpC,,Ambiguous/Unsorted
uvrY,946424,Response regulator uvrY,,Ambiguous/Unsorted
yjbR,948560,Uncharacterized protein yjbR,"['Amino acid transport and metabolism', ' Central intermediary metabolism', 'amino acid biosynthetic process', 'biosynthetic process', 'aromatic amino acid family biosynthetic process']",Up Regulated
alr,948564,"Alanine racemase, biosynthetic; Alanine racemase",,Up Regulated
yjcD,948565,Putative permease yjcD,,Temporarly Up Regulated
aphA,948562,Class B acid phosphatase,,Down Regulated
xylE,948529,D-xylose-proton symporter,,Ambiguous/Unsorted
hepA,948523,RNA polymerase-associated protein rapA,,Ambiguous/Unsorted
rapA,948523,RNA polymerase-associated protein rapA,,Ambiguous/Unsorted
iclR,948524,Acetate operon repressor,,Ambiguous/Unsorted
yjbB,948521,Uncharacterized protein yjbB,[],Up Regulated
pepE,948520,Peptidase E,,Ambiguous/Unsorted
ubiE,948926,Ubiquinone/menaquinone biosynthesis methyltransferase ubiE,,Ambiguous/Unsorted
recJ,947367,Single-stranded-DNA-specific exonuclease recJ,,Temporarly Up Regulated
prfB,947369,Peptide chain release factor 2,,Ambiguous/Unsorted
yccJ,948930,Uncharacterized protein yccJ,[' Macromolecules  cellular constituent   biosynthesis'],Up Regulated
nadA,945351,Quinolinate synthetase A,,Down Regulated
galT,945357,Galactose-1-phosphate uridylyltransferase,,Temporarly Up Regulated
ybgS,945356,Uncharacterized protein ybgS,"['Inorganic ion transport and metabolism', ' Electrochemical potential driven transporters', 'ion transport']",Temporarly Up Regulated
xerD,947362,Tyrosine recombinase xerD,,Down Regulated
galE,945354,UDP-glucose 4-epimerase,,Ambiguous/Unsorted
fldB,947361,Flavodoxin-2,,Down Regulated
rluF,948519,Pseudouridine synthase; Ribosomal large subunit pseudouridine synthase F,,Temporarly Up Regulated
ispB,947364,Octaprenyl-diphosphate synthase,,Temporarly Down Regulated
dsbC,947363,Thiol:disulfide interchange protein dsbC,,Up Regulated
galK,945358,Galactokinase,,Up Regulated
malE,948538,Maltose-binding periplasmic protein,,Up Regulated
malK,948537,Maltose/maltodextrin import ATP-binding protein malK,,Up Regulated
ycfM,948536,Uncharacterized protein ycfM,['Cell wall membrane envelope biogenesis'],Up Regulated
malF,948532,Maltose transport system permease protein malF,,Up Regulated
yjjX,948919,UPF0244 protein yjjX,,Ambiguous/Unsorted
ytjC,948918,Probable phosphoglycerate mutase gpmB,,Down Regulated
trpR,948917,Trp operon repressor,,Up Regulated
rob,948916,Right origin-binding protein,,Ambiguous/Unsorted
creB,948922,Transcriptional regulatory protein creB,,Temporarly Up Regulated
mocA,947356,Uncharacterized protein ygfJ,,Ambiguous/Unsorted
ygfJ,947356,Uncharacterized protein ygfJ,['electron transport'],Ambiguous/Unsorted
creA,948920,Protein creA,,Ambiguous/Unsorted
modC,945362,Molybdenum import ATP-binding protein modC,,Temporarly Up Regulated
modA,945364,Molybdate-binding periplasmic protein,,Up Regulated
modF,945368,Putative molybdenum transport ATP-binding protein modF,,Temporarly Down Regulated
qseB,945369,Transcriptional regulatory protein qseB,,Down Regulated
ubiC,948545,Chorismate--pyruvate lyase,,Down Regulated
lexA,948544,LexA repressor,,Ambiguous/Unsorted
malM,948547,Maltose operon periplasmic protein,,Temporarly Up Regulated
yqfB,947380,UPF0267 protein yqfB,,Temporarly Up Regulated
hinT,948549,HIT-like protein hinT,,Up Regulated
rpsP,947103,30S ribosomal protein S16,,Down Regulated
lamB,948548,Maltoporin,,Up Regulated
yfiL,947106,Uncharacterized protein yfiL,"['Replication  recombination and repair', 'DNA recombination']",Up Regulated
recN,947105,DNA repair protein recN,,Up Regulated
mtn,948542,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,,Ambiguous/Unsorted
aldB,948104,Aldehyde dehydrogenase B,,Up Regulated
yagT,945330,Putative xanthine dehydrogenase yagT iron-sulfur-binding subunit,,Up Regulated
paoA,945330,Putative xanthine dehydrogenase yagT iron-sulfur-binding subunit,,Up Regulated
yiaU,948107,Uncharacterized HTH-type transcriptional regulator yiaU,[],Temporarly Up Regulated
visC,947389,Protein visC,,Temporarly Up Regulated
chbB,945339,"N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component",,Up Regulated
ubiH,947388,2-octaprenyl-6-methoxyphenol hydroxylase,,Down Regulated
ybbO,945337,Uncharacterized oxidoreductase ybbO,[],Ambiguous/Unsorted
thiL,947387,Thiamine-monophosphate kinase,,Down Regulated
ygfY,947382,UPF0350 protein ygfY,,Ambiguous/Unsorted
sapF,945335,Peptide transport system ATP-binding protein sapF,,Ambiguous/Unsorted
lyxK,948101,L-xylulose/3-keto-L-gulonate kinase,,Up Regulated
allR,945333,HTH-type transcriptional repressor allR,,Ambiguous/Unsorted
selB,948103,Selenocysteine-specific elongation factor,,Down Regulated
cueR,945332,HTH-type transcriptional regulator cueR,,Ambiguous/Unsorted
aegA,947383,Protein aegA,,Ambiguous/Unsorted
dusA,948558,tRNA-dihydrouridine synthase A,,Ambiguous/Unsorted
qorA,948556,Quinone oxidoreductase,,Ambiguous/Unsorted
dnaB,948555,Replicative DNA helicase,,Ambiguous/Unsorted
yjbJ,948553,UPF0337 protein yjbJ,,Up Regulated
zur,948552,Zinc uptake regulation protein,,Down Regulated
srlR,948942,Glucitol operon repressor,,Ambiguous/Unsorted
mtlA,948118,PTS system mannitol-specific EIICBA component,,Up Regulated
mtlD,948117,Mannitol-1-phosphate 5-dehydrogenase,,Ambiguous/Unsorted
cydA,945341,Cytochrome d ubiquinol oxidase subunit 1,,Ambiguous/Unsorted
yibK,948119,Uncharacterized tRNA/rRNA methyltransferase yibK,,Temporarly Down Regulated
yibH,948110,Inner membrane protein yibH,,Ambiguous/Unsorted
yceB,947377,Uncharacterized lipoprotein yceB,['electron transport'],Ambiguous/Unsorted
betB,947376,Betaine aldehyde dehydrogenase,,Temporarly Down Regulated
lysS,947372,"Lysyl-tRNA synthetase; Lysyl-tRNA synthetase, heat inducible",,Down Regulated
sodC,945343,Superoxide dismutase [Cu-Zn],,Up Regulated
yibF,948113,Uncharacterized GST-like protein yibF,[],Temporarly Up Regulated
alkA,947371,DNA-3-methyladenine glycosylase 2,,Down Regulated
astA,946261,Arginine N-succinyltransferase,,Up Regulated
